,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
241,Chris Carr,BAL,26,db/lcb,16,4,2,24,0,13,4,2,2,0,0,0,1.5,44,38,6,3,3,
242,Hiram Eugene,OAK,29,fs,14,4,1,0,0,0,3,0,0,1,0,0,,43,38,5,0,0,
243,Anthony Henry,DET,33,lcb/rcb,14,6,2,26,0,26,7,,,,,,,46,38,8,0,0,
244,Will Herring,SEA,26,lb,16,6,0,0,0,0,1,1,0,1,0,0,,46,38,8,5,0,
245,Ben Leber,MIN,31,LB,16,13,0,0,0,0,5,1,0,1,0,0,2.5,46,38,8,5,4,
246,Paul Oliver,SDG,25,fs/s/ss,16,3,1,34,0,34,3,0,0,1,40,1,1.0,49,38,11,2,1,
247,Brian Orakpo,WAS,23,de/LB,16,16,0,0,0,0,2,1,0,0,0,0,11.0,51,38,13,13,15,
248,Eric Smith,NYJ,26,s/ss,16,4,1,0,0,0,6,,,,,,,48,38,10,4,2,
249,Marcus Stroud,BUF,31,LDT,15,15,0,0,0,0,8,0,0,1,0,0,2.0,56,38,18,7,4,
250,Mario Williams,HOU,24,DE,16,16,0,0,0,0,3,2,0,1,0,0,9.0,43,38,5,13,21,
251,Michael Adams,ARI,24,db,16,1,1,17,0,17,4,,,,,,,40,37,3,0,0,
252,Russell Allen,JAX,23,lb,16,5,,,,,,,,,,,,46,37,9,3,0,
253,Jonathan Babineaux,ATL,28,DT,16,16,0,0,0,0,2,2,0,2,0,0,6.0,47,37,10,13,10,
254,Atari Bigby,GNB,28,lolb/SS,13,11,4,14,0,14,8,,,,,,,49,37,12,0,1,
255,Bobby Carpenter,DAL,26,lb,16,2,0,0,0,0,1,,,,,,2.0,46,37,9,3,5,
256,Tim Crowder,TAM,24,de,15,4,0,0,0,0,2,0,0,1,0,0,3.5,43,37,6,2,7,
257,LeRoy Hill,SEA,27,LB,11,11,,,,,,,,,,,1.0,46,37,9,4,1,
258,Tommy Kelly,OAK,29,DT/ldt,16,16,0,0,0,0,3,,,,,,1.0,55,37,18,6,6,
259,Captain Munnerlyn,CAR,21,cb/db/rcb,15,4,0,0,0,0,1,1,2,2,0,0,,42,37,5,0,0,
260,Anthony Adams,CHI,29,dt/nt,16,8,0,0,0,0,1,0,0,2,3,0,2.0,44,36,8,3,6,
261,Eric Barton,CLE,32,lb/rilb,8,8,0,0,0,0,2,0,0,1,0,0,,58,36,22,1,1,
262,Chase Blackburn,NYG,26,lb/mlb,16,7,1,24,0,24,1,,,,,,0.5,60,36,24,4,1,
263,Tyler Brayton,CAR,30,DE,15,15,0,0,0,0,1,2,0,1,0,0,5.0,45,36,9,6,11,
264,Alex Brown,CHI,30,DE,16,16,0,0,0,0,1,1,0,1,0,0,6.0,48,36,12,10,18,
265,Jarret Johnson,BAL,28,LB,16,16,2,8,0,8,4,1,0,0,0,0,6.0,50,36,14,9,9,
266,Brett Keisel,PIT,31,DE,15,15,0,0,0,0,2,1,0,2,0,0,3.0,54,36,18,4,5,
267,Clay Matthews,GNB,23,lb/ROLB,16,13,0,0,0,0,7,1,0,3,46,1,10.0,50,36,14,17,21,
268,Julius Peppers,CAR,29,DE,16,14,2,13,1,13,5,5,0,1,11,0,10.5,42,36,6,10,18,
269,Carlos Rogers,WAS,28,CB/rcb,16,15,0,0,0,0,12,0,0,2,18,0,,39,36,3,1,0,
270,Will Smith,NOR,28,DE,16,16,1,0,0,0,3,3,0,0,0,0,13.0,49,36,13,14,26,
271,Philip Wheeler,IND,25,lb,16,7,0,0,0,0,1,1,0,0,0,0,1.0,56,36,20,3,2,
272,Tully Banta-Cain,NWE,29,de/lb/lolb,16,10,0,0,0,0,2,2,0,0,0,0,10.0,55,35,20,12,17,
273,Calais Campbell,ARI,23,DE,16,15,0,0,0,0,5,1,0,0,0,0,7.0,46,35,11,8,14,
274,Marques Douglas,NYJ,32,de/T,16,12,,,,,,1,0,2,1,1,1.5,64,35,29,6,2,
275,Dwan Edwards,BAL,28,DE,16,9,0,0,0,0,1,0,0,2,0,1,1.0,47,35,12,3,7,
276,Shaun Ellis,NYJ,32,DE,15,15,0,0,0,0,1,1,1,0,1,0,6.5,53,35,18,8,8,
277,Chris Gocong,PHI,26,LB/mlb,15,11,0,0,0,0,2,1,0,0,0,0,1.0,44,35,9,2,2,
278,Joselio Hanson,PHI,28,cb,12,1,2,8,0,6,8,0,0,1,12,0,0.5,47,35,12,4,1,
279,Paris Lenon,STL,32,LB,15,10,0,0,0,0,1,3,0,0,0,0,,42,35,7,3,0,
280,Rey Maualuga,CIN,22,LB,15,15,0,0,0,0,2,3,0,0,0,0,1.0,59,35,24,6,1,
281,Chike Okeafor,ARI,33,ROLB,13,13,0,0,0,0,1,,,,,,4.5,47,35,12,5,7,
282,Clifton Ryan,STL,25,RDT,16,15,0,0,0,0,1,,,,,,1.0,42,35,7,9,2,
283,Shawn Springs,NWE,34,LCB,12,8,1,8,0,8,4,,,,,,,40,35,5,0,0,
284,Fabian Washington,BAL,26,LCB,10,10,0,0,0,0,6,,,,,,,37,35,2,2,0,
285,Jonathan Wilhite,NWE,25,cb/lcb/rcb,14,8,2,17,0,17,5,0,0,1,0,0,,43,35,8,1,0,
286,Jamar Williams,CHI,25,lb,16,2,0,0,0,0,2,1,0,0,0,0,,43,35,8,0,1,
287,Tarell Brown,SFO,24,lcb,16,4,2,52,0,51,8,,,,,,,40,34,6,0,1,
288,Danny Clark,NYG,32,LB,16,11,0,0,0,0,3,,,,,,2.0,53,34,19,6,2,
289,Charles Godfrey,CAR,24,FS,12,11,1,12,0,12,5,4,0,0,0,0,,44,34,10,1,0,
290,Terrance Knighton,JAX,23,DT,16,16,0,0,0,0,1,1,0,1,0,0,1.5,45,34,11,6,2,
291,Joey Porter,MIA,32,LB,14,14,0,0,0,0,1,1,0,1,0,0,9.0,41,34,7,10,13,
292,Aaron Schobel,BUF,32,DE,16,16,1,26,1,26,4,3,0,1,0,0,10.0,56,34,22,17,17,
293,Pat Williams,MIN,37,dt/NT,15,15,0,0,0,0,3,2,0,0,0,0,2.0,44,34,10,7,3,
294,Na'il Diggs,CAR,31,LB,14,11,0,0,0,0,1,1,0,0,0,0,,39,33,6,3,2,
295,Parys Haralson,SFO,25,LB,16,16,0,0,0,0,2,0,0,1,0,0,5.0,45,33,12,12,16,
296,Victor Harris,PHI,23,cb/fs,15,8,0,0,0,0,3,0,2,0,0,0,,36,33,3,3,0,
297,Spencer Johnson,BUF,28,ldt/rdt,16,3,0,0,0,0,1,0,0,1,0,0,2.0,43,33,10,5,4,
298,Kendall Langford,MIA,23,DE,16,13,0,0,0,0,1,1,0,0,0,0,2.5,43,33,10,3,5,
299,Chris Long,STL,24,de,16,4,0,0,0,0,1,1,0,0,0,0,5.0,43,33,10,7,12,
300,Trevor Scott,OAK,25,lb,16,6,,,,,,,,,,,7.0,38,33,5,11,12,
301,Jason Taylor,MIA,35,LB,16,15,1,0,0,0,5,3,0,1,48,1,7.0,42,33,9,9,10,
302,David Vobora,STL,23,LB,12,10,0,0,0,0,2,1,0,0,0,0,,43,33,10,4,1,
303,Ty Warren,NWE,28,DE,13,12,0,0,0,0,1,,,,,,1.0,46,33,13,2,5,
304,Darius Butler,NWE,23,db/lcb,14,5,3,91,1,91,8,,,,,,,35,32,3,0,0,
305,Brandon Chillar,GNB,27,lb/rolb,12,4,0,0,0,0,1,0,0,1,0,0,2.0,42,32,10,3,3,
306,Randall Gay,NOR,27,db/lcb,14,7,1,25,0,25,5,,,,,,1.0,37,32,5,2,2,
307,Tavares Gooden,BAL,25,LB,12,12,0,0,0,0,1,,,,,,,40,32,8,2,2,
308,Anthony Hargrove,NOR,26,dt,16,6,0,0,0,0,3,1,0,3,1,1,5.0,42,32,10,,,
309,Justin King,STL,22,cb/lb/lcb/rcb,15,7,0,0,0,0,2,0,0,1,0,0,,35,32,3,0,2,
310,Sione Pouha,NYJ,30,dt/NT/t,16,14,0,0,0,0,1,,,,,,,43,32,11,3,2,
311,James Sanders,NWE,26,db/fs,14,5,0,0,0,0,3,1,0,1,0,0,,48,32,16,0,0,
312,Ernie Sims,DET,25,LB,11,8,0,0,0,0,1,0,0,1,0,0,,49,32,17,2,0,
313,Sean Smith,MIA,22,RCB,16,16,0,0,0,0,12,0,0,1,0,0,,39,32,7,0,0,
314,Kyle Vanden Bosch,TEN,31,DE,16,16,0,0,0,0,1,2,0,0,0,0,3.0,44,32,12,7,14,
315,H.B. Blades,WAS,25,lb,16,1,,,,,,,,,,,,40,31,9,0,0,
316,Antonio Cromartie,SDG,25,RCB,16,16,3,17,0,16,10,,,,,,,33,31,2,0,0,
317,Chris Draft,BUF,33,lb,11,3,1,0,0,0,1,,,,,,1.0,45,31,14,3,2,
318,Keyaron Fox,PIT,27,rilb,16,3,1,82,1,82,1,0,0,1,5,0,,44,31,13,1,0,
319,Corey Graham,CHI,24,rcb,16,1,0,0,0,0,1,,,,,,,35,31,4,0,1,
320,Charles Grant,NOR,31,DE,16,16,0,0,0,0,2,1,0,0,0,0,5.5,44,31,13,6,12,
321,Anthony Smith,2TM,26,,10,2,2,34,0,30,4,0,0,1,0,0,,37,31,6,1,2,
322,Vince Wilfork,NWE,28,dt/ldt/nt,13,13,0,0,0,0,3,1,0,0,0,0,,43,31,12,4,0,
323,John Abraham,ATL,31,DE,16,15,0,0,0,0,1,1,0,0,0,0,5.5,35,30,5,6,14,
324,Nnamdi Asomugha,OAK,28,CB/rcb,16,16,1,0,0,0,3,,,,,,,34,30,4,8,0,
325,Tyron Brackenridge,JAX,25,cb,16,5,0,0,0,0,4,2,0,1,12,0,,33,30,3,1,0,
326,Brodrick Bunkley,PHI,26,RDT,16,16,0,0,0,0,4,0,0,1,0,0,1.0,37,30,7,5,2,
327,Jairus Byrd,BUF,23,cb/db/FS,14,11,9,118,0,37,11,,,,,,,42,30,12,0,0,
328,Antoine Cason,SDG,23,,16,1,2,22,0,22,3,,,,,,,34,30,4,1,0,
329,Nate Clements,SFO,30,lcb,7,6,1,8,0,8,7,0,1,0,0,0,,35,30,5,2,0,
330,Dannell Ellerbe,BAL,24,lb,13,3,1,28,0,28,1,0,0,1,0,0,,37,30,7,3,0,
331,Eric Foster,IND,24,de/ldt/rdt,16,5,0,0,0,0,2,1,0,1,0,0,2.5,38,30,8,5,7,
332,William Hayes,TEN,24,DE,16,11,,,,,,2,0,0,0,0,4.0,50,30,20,9,11,
333,Derrick Johnson,KAN,27,lilb/rilb,15,3,3,175,2,70,5,1,0,0,0,0,1.0,37,30,7,2,1,
334,Aaron Kampman,GNB,30,LOLB,9,9,,,,,,1,0,0,0,0,3.5,42,30,12,4,16,
335,Kaluka Maiava,CLE,22,lb,16,3,0,0,0,0,2,2,0,0,0,0,2.5,41,30,11,1,5,
336,Marquand Manuel,DET,30,fs/ss,9,6,0,0,0,0,2,1,0,0,0,0,,36,30,6,0,0,
337,Juqua Parker,PHI,31,DE,16,11,0,0,0,0,4,2,0,0,0,0,8.0,34,30,4,10,13,
338,Richard Seymour,OAK,30,DE,16,16,0,0,0,0,3,1,0,0,0,0,4.0,47,30,17,8,12,
339,Stylez G. White,TAM,30,DE,15,8,0,0,0,0,1,,,,,,6.5,43,30,13,,,
340,Justin Bannan,BAL,30,dt,16,2,,,,,,,,,,,,35,29,6,2,2,
341,Kroy Biermann,ATL,24,de/nt,16,2,,,,,,1,0,2,4,1,5.0,40,29,11,8,8,
342,Colin Cole,SEA,29,RDT,16,15,0,0,0,0,2,0,0,1,2,0,,48,29,19,1,0,
343,Al Harris,GNB,35,RCB,10,10,2,29,0,29,5,0,0,1,0,0,1.0,34,29,5,2,2,
344,Albert Haynesworth,WAS,28,DT,12,12,0,0,0,0,5,0,0,1,0,0,4.0,37,29,8,6,13,
345,Damione Lewis,CAR,31,ldt/RDT,16,16,,,,,,0,0,1,0,0,0.5,41,29,12,4,9,
346,Rashean Mathis,JAX,29,CB,10,10,3,46,0,29,7,2,0,1,0,0,,33,29,4,0,1,
347,Igor Olshansky,DAL,27,DE,16,14,,,,,,,,,,,1.5,40,29,11,2,4,
348,Jay Ratliff,DAL,28,NT,16,16,,,,,,2,0,4,0,0,6.0,39,29,10,11,8,
349,Jeremiah Trotter,PHI,32,mlb,13,7,,,,,,,,,,,,32,29,3,1,0,
350,Lardarius Webb,BAL,24,cb/lcb,14,4,0,0,0,0,6,,,,,,1.0,32,29,3,5,1,
351,Jimmy Wilkerson,TAM,28,DE,15,15,0,0,0,0,2,2,0,0,0,0,6.0,46,29,17,3,14,
352,Tony Brown,TEN,29,dt/RDT,15,15,0,0,0,0,1,3,0,1,0,0,5.0,38,28,10,8,12,
353,Derrick Burgess,NWE,31,de/lb,16,6,,,,,,1,0,1,0,0,5.0,35,28,7,4,12,
354,Kenyon Coleman,CLE,30,DE,13,13,0,0,0,0,2,,,,,,1.5,38,28,10,4,2,
355,Sean Considine,JAX,28,ss,11,6,1,25,0,25,4,0,0,1,0,0,,35,28,7,2,0,
356,Ken Lucas,SEA,30,rcb,16,6,1,0,0,0,2,,,,,,,34,28,6,0,0,
357,Roy Miller,TAM,22,dt,15,1,0,0,0,0,1,,,,,,2.0,34,28,6,4,6,
358,Reggie Torbor,MIA,28,lb,16,2,1,0,0,0,4,,,,,,1.0,37,28,9,6,7,
359,Vincent Fuller,TEN,27,db,13,1,3,71,2,45,7,,,,,,1.0,34,27,7,3,1,
360,Ramon Humber,IND,22,lb,16,2,,,,,,1,0,0,0,0,,32,27,5,1,0,
361,Jason Hunter,DET,26,DE,14,9,0,0,0,0,3,0,0,2,0,0,5.0,34,27,7,9,11,
362,Lawrence Jackson,SEA,24,DE,16,10,0,0,0,0,2,2,0,0,0,0,4.5,32,27,5,4,13,
363,Kelly Jennings,SEA,27,cb/lcb/rcb,16,7,0,0,0,0,5,,,,,,,30,27,3,0,0,
364,Freddy Keiaho,IND,27,mlb,16,2,0,0,0,0,1,0,0,2,0,0,1.0,38,27,11,2,3,
365,Lawyer Milloy,SEA,36,s,16,1,0,0,0,0,2,,,,,,,34,27,7,0,2,
366,Shaun Rogers,CLE,30,NT,11,11,0,0,0,0,1,,,,,,2.0,36,27,9,3,10,
367,Corey Williams,CLE,29,de,16,2,0,0,0,0,4,1,0,0,0,0,4.0,31,27,4,5,12,
368,Cliff Avril,DET,23,DE/rdt,13,11,0,0,0,0,3,3,0,0,0,0,5.5,40,26,14,5,9,
369,Alan Ball,DAL,24,fs,16,3,0,0,0,0,3,,,,,,,31,26,5,0,0,
370,Dre' Bly,SFO,32,lcb,16,6,3,66,0,31,13,2,1,3,3,0,1.0,29,26,3,2,1,
371,John Busing,HOU,26,fs/ss,16,4,1,14,0,14,3,0,1,0,0,0,,32,26,6,0,1,
372,Sedrick Ellis,NOR,24,DT/nt,10,10,0,0,0,0,2,0,1,1,7,0,2.0,34,26,8,2,3,
373,John Henderson,JAX,30,de/DT,15,15,0,0,0,0,3,2,0,1,0,0,3.0,36,26,10,4,6,
374,Chris Hovan,TAM,31,DT,16,16,,,,,,,,,,,0.5,33,26,7,3,3,
375,Tyson Jackson,KAN,23,DE,16,14,0,0,0,0,2,,,,,,,37,26,11,1,2,
376,Brad Jones,GNB,23,lolb,14,7,0,0,0,0,1,,,,,,4.0,33,26,7,6,8,
377,Elbert Mack,TAM,23,cb/db/lcb,15,3,3,36,0,36,4,,,,,,,29,26,3,0,0,
378,Gerald McRath,TEN,23,lb,16,5,1,1,0,1,1,,,,,,,41,26,15,2,1,
379,Shawne Merriman,SDG,25,LB/rolb,14,14,,,,,,0,0,1,0,0,4.0,36,26,10,5,6,
380,Amobi Okoye,HOU,22,DT,16,16,0,0,0,0,3,,,,,,1.5,38,26,12,6,6,
381,Kenny Peterson,DEN,31,DE,16,14,,,,,,1,0,0,0,0,1.0,40,26,14,2,1,
382,Hank Poteat,CLE,32,db/s,16,2,0,0,0,0,4,,,,,,1.0,34,26,8,2,1,
383,Pierson Prioleau,NOR,32,lb,16,1,0,0,0,0,1,0,0,1,0,0,,29,26,3,0,0,
384,Matt Shaughnessy,OAK,23,de,16,2,,,,,,0,0,1,0,0,4.0,29,26,3,10,5,
385,Ko Simpson,DET,26,ss,8,5,1,8,0,8,4,0,0,1,0,0,,30,26,4,1,0,
386,Antonio Smith,HOU,28,DE,16,15,0,0,0,0,1,2,0,2,2,0,4.5,34,26,8,6,19,
387,Adalius Thomas,NWE,32,LB/rolb,14,11,0,0,0,0,2,,,,,,3.0,34,26,8,7,6,
388,Hollis Thomas,2TM,35,,16,13,,,,,,0,0,1,0,0,,35,26,9,4,1,1
389,Tank Tyler,2TM,24,,12,2,,,,,,,,,,,,30,26,4,1,0,
390,Tracy White,PHI,28,,16,0,1,5,0,5,3,0,0,1,0,0,,35,26,9,2,2,
391,Jack Williams,2TM,24,,8,0,0,0,0,0,3,0,0,1,8,0,,26,26,0,0,0,
392,Raheem Brock,IND,31,DE,16,8,0,0,0,0,1,0,0,2,9,0,3.5,32,25,7,3,5,
393,Jarrett Bush,GNB,25,cb/lcb,16,3,1,3,0,3,7,,,,,,,28,25,3,0,0,
394,Quincy Butler,STL,28,cb/rcb,14,7,0,0,0,0,5,0,1,0,0,0,,28,25,3,0,0,
395,Tyrone Culver,MIA,26,db,16,2,1,23,0,23,4,0,0,1,0,0,,32,25,7,0,0,
396,Greg Ellis,OAK,34,DE,14,14,0,0,0,0,1,2,0,2,0,0,7.0,29,25,4,7,11,
397,Troy Evans,NOR,32,lb,16,2,0,0,0,0,1,,,,,,,29,25,4,1,1,
398,Aubrayo Franklin,SFO,29,NT,16,16,1,10,0,10,3,,,,,,2.0,36,25,11,7,2,
399,Chris Horton,WAS,25,ss,8,5,0,0,0,0,3,1,0,1,0,0,,34,25,9,2,0,
400,Chevis Jackson,ATL,24,cb/lb,15,2,0,0,0,0,2,1,0,1,0,0,1.0,28,25,3,2,1,
401,Haloti Ngata,BAL,25,DT,14,13,0,0,0,0,1,1,0,1,0,0,1.5,35,25,10,7,7,
402,Adewale Ogunleye,CHI,32,DE,14,14,,,,,,0,0,3,-2,0,6.5,38,25,13,7,15,
403,Jacques Reeves,HOU,27,cb/db/lcb,12,5,1,19,0,19,7,,,,,,,31,25,6,0,0,
404,Lito Sheppard,NYJ,28,cb/rcb,11,9,1,0,0,0,8,,,,,,,31,25,6,0,0,
405,Ryan Sims,TAM,29,DT,16,16,0,0,0,0,1,0,0,1,0,0,1.0,33,25,8,3,5,
406,Gerard Warren,OAK,31,DT/rdt,16,16,0,0,0,0,1,,,,,,2.0,35,25,10,4,5,
407,Pat Watkins,DAL,27,ss,13,1,,,,,,,,,,,,29,25,4,0,0,
408,Pierre Woods,NWE,27,lb,16,5,,,,,,1,0,0,0,0,,36,25,11,3,0,
409,Wesley Woodyard,DEN,23,,16,0,1,0,0,0,2,1,0,0,0,0,,37,25,12,2,2,
410,Mike Wright,NWE,27,de/dt/nt,16,9,0,0,0,0,1,1,0,1,0,0,5.0,35,25,10,6,8,
411,Ricky Brown,OAK,26,lb/lolb,5,5,0,0,0,0,2,1,0,0,0,0,,31,24,7,0,0,
412,Desmond Bryant,OAK,24,,16,0,,,,,,1,0,1,0,0,,32,24,8,0,0,
413,Phillip Daniels,WAS,36,DE,16,15,0,0,0,0,2,,,,,,1.0,35,24,11,4,3,
414,Ron Edwards,KAN,30,NT,16,14,0,0,0,0,3,0,0,1,0,0,,29,24,5,3,3,
415,Omar Gaither,PHI,25,mlb,5,3,0,0,0,0,1,0,0,1,0,0,1.5,30,24,6,4,2,
416,Kevin Hobbs,DET,26,cb/lb,14,2,0,0,0,0,1,1,0,0,0,0,,37,24,13,1,2,
417,Vonnie Holliday,DEN,34,de,16,3,,,,,,2,0,1,0,0,5.0,33,24,9,5,10,
418,Johnny Jolly,GNB,26,DE,16,16,1,2,0,2,10,0,0,2,0,0,1.0,39,24,15,4,7,
419,Robert Mathis,IND,28,DE,14,9,0,0,0,0,2,5,0,0,0,0,9.5,37,24,13,4,19,
420,Phillip Merling,MIA,24,de/lb,16,2,0,0,0,0,3,0,0,1,0,0,2.5,33,24,9,3,6,
421,Chris Owens,ATL,23,lcb,16,6,2,13,0,13,2,0,0,1,0,0,,29,24,5,0,1,
422,Karl Paymah,MIN,27,lcb,12,2,0,0,0,0,2,1,0,0,0,0,,27,24,3,1,0,
423,Deshea Townsend,PIT,34,rcb,16,2,1,-1,0,-1,3,,,,,,,27,24,3,1,2,
424,Barry Cofield,NYG,25,NT,16,16,0,0,0,0,2,,,,,,1.0,35,23,12,5,3,
425,Larry English,SDG,23,lb,16,2,0,0,0,0,1,1,0,1,0,0,2.0,33,23,10,2,7,
426,Bradley Fletcher,STL,23,rcb,7,3,0,0,0,0,1,0,0,1,-2,0,,23,23,0,2,0,
427,Casey Hampton,PIT,32,NT,16,16,,,,,,,,,,,2.5,43,23,20,7,5,
428,Brian Iwuh,JAX,25,lb,15,2,,,,,,,,,,,,29,23,6,1,1,
429,Cullen Jenkins,GNB,28,DE,16,16,1,4,0,4,1,3,0,0,0,0,4.5,32,23,9,8,11,
430,Antonio Johnson,IND,25,ldt/RDT,15,15,,,,,,,,,,,1.0,34,23,11,2,2,
431,Patrick Kerney,SEA,33,DE,15,14,,,,,,3,0,0,0,0,5.0,34,23,11,6,9,
432,Marvin Mitchell,NOR,25,lb/mlb,14,2,,,,,,,,,,,,27,23,4,1,0,
433,Stanford Routt,OAK,26,cb,16,1,0,0,0,0,7,,,,,,1.0,29,23,6,2,2,
434,Ahtyba Rubin,CLE,23,nt,16,5,,,,,,1,0,0,0,0,,38,23,15,0,1,
435,Eugene Wilson,HOU,29,FS,8,8,2,29,0,16,3,1,0,0,0,0,,29,23,6,0,0,
436,Jeff Zgonina,HOU,39,nt,16,2,,,,,,0,0,1,0,0,2.5,28,23,5,3,3,
437,Mark Anderson,CHI,26,de,16,2,,,,,,,,,,,3.5,28,22,6,6,8,
438,Jasper Brinkley,MIN,24,mlb,16,4,,,,,,1,0,0,0,0,,23,22,1,2,0,
439,Kevin Dockery,NYG,25,lcb/rcb,11,3,0,0,0,0,1,1,1,1,0,0,,25,22,3,0,0,
440,Ronald Fields,DEN,28,dt/NT,16,16,,,,,,,,,,,,37,22,15,1,0,
441,Kedric Golston,WAS,26,dt,16,5,0,0,0,0,2,1,0,0,0,0,2.0,34,22,12,4,6,
442,Cornelius Griffin,WAS,33,DT/ldt,14,14,0,0,0,0,1,1,0,0,0,0,2.0,34,22,12,4,3,
443,Quentin Groves,JAX,25,de/lb,16,7,1,37,0,37,1,1,0,0,0,0,,28,22,6,4,3,
444,Ryan Pickett,GNB,30,NT,13,9,0,0,0,0,2,,,,,,,33,22,11,3,3,
445,Fred Smoot,WAS,30,cb/lcb/rcb/ss,15,6,0,0,0,0,6,,,,,,,28,22,6,0,0,
446,Paul Soliai,MIA,26,dt/nt,14,5,0,0,0,0,1,1,0,0,0,0,,25,22,3,2,3,
447,Donald Strickland,NYJ,29,cb/rcb,9,2,0,0,0,0,2,1,0,0,0,0,2.0,26,22,4,2,3,
448,Matt Ware,ARI,27,db,11,1,1,18,0,18,1,1,0,0,0,0,,24,22,2,0,0,
449,Gabe Watson,ARI,26,,16,0,,,,,,,,,,,,28,22,6,5,0,
450,Kevin Williams,MIN,29,DT,16,16,0,0,0,0,7,1,0,1,0,0,6.0,30,22,8,11,14,
451,Asher Allen,MIN,21,,10,1,1,0,0,0,1,1,0,0,0,0,1.0,25,21,4,1,0,
452,Dominique Barber,HOU,23,fs/ss,13,6,1,3,0,3,4,0,0,2,48,1,,26,21,5,0,1,
453,Robert Geathers,CIN,26,DE,15,15,0,0,0,0,3,1,0,2,113,1,3.5,36,21,15,4,9,
454,Jarvis Green,NWE,30,DE/rdt,13,12,,,,,,,,,,,1.0,36,21,15,3,4,
455,Darren Howard,PHI,33,,16,0,0,0,0,0,3,2,0,0,0,0,6.5,24,21,3,7,11,1
456,Dwight Lowery,NYJ,23,rcb,13,5,3,41,0,34,9,0,0,1,0,0,,23,21,2,0,1,
457,Fred Robbins,NYG,32,DT,16,12,0,0,0,0,5,0,0,1,11,0,2.0,25,21,4,5,7,
458,Tim Shaw,CHI,25,,15,0,,,,,,1,0,1,0,0,,24,21,3,0,0,
459,Lofa Tatupu,SEA,27,mlb,5,5,0,0,0,0,2,,,,,,1.0,32,21,11,2,2,
460,Jason Allen,MIA,26,lcb,16,1,0,0,0,0,2,,,,,,,22,20,2,0,0,
461,Ahmad Brooks,SFO,25,,14,0,0,0,0,0,2,4,0,0,0,0,6.0,21,20,1,5,6,
462,Mike DeVito,NYJ,25,t,15,1,,,,,,0,0,3,6,0,,28,20,8,1,1,
463,Jovan Haye,TEN,27,dt/LDT,15,15,,,,,,,,,,,0.5,32,20,12,2,2,
464,Grady Jackson,DET,36,DT/ldt,15,13,,,,,,,,,,,,32,20,12,3,1,
465,Derrick Martin,GNB,24,ss,14,1,,,,,,,,,,,,25,20,5,0,0,
466,Tom Nelson,CIN,23,fs,12,3,1,2,0,2,2,,,,,,,25,20,5,1,1,
467,Matt Roth,2TM,27,,10,6,0,0,0,0,1,0,0,1,7,0,4.0,32,20,12,4,7,
468,Justin Tryon,WAS,25,cb/ss,15,2,1,3,0,3,3,,,,,,1.0,25,20,5,1,1,
469,Kevin Vickerson,TEN,26,dt/ldt,13,2,0,0,0,0,3,,,,,,,28,20,8,1,7,
470,Will Allen,MIA,31,lcb,6,6,2,27,0,21,6,,,,,,,21,19,2,0,0,
471,Brendon Ayanbadejo,BAL,33,lb,4,1,1,0,0,0,1,,,,,,1.0,22,19,3,1,1,
472,Josh Bullocks,CHI,26,fs/s/ss,12,4,,,,,,,,,,,,23,19,4,0,0,
473,Torrie Cox,TAM,29,db,11,1,,,,,,,,,,,,21,19,2,2,1,
474,Dwight Freeney,IND,29,DE,14,9,0,0,0,0,1,1,0,0,0,0,13.5,24,19,5,13,22,
475,Wallace Gilberry,KAN,25,,16,0,,,,,,,,,,,4.5,21,19,2,3,8,
476,Tommie Harris,CHI,26,DT,15,15,1,6,0,6,1,0,0,1,0,0,2.5,24,19,5,10,7,
477,Adam Hayward,TAM,25,lb,15,1,,,,,,,,,,,,23,19,4,0,1,
478,Leonard Little,STL,35,DE,13,13,1,36,1,36,6,,,,,,6.5,23,19,4,10,16,
479,Jarrad Page,KAN,25,fs,5,5,0,0,0,0,2,1,0,0,0,0,,19,19,0,1,0,
480,Trevor Pryce,BAL,34,de/dt,16,7,,,,,,1,0,0,0,0,6.5,31,19,12,8,9,
481,B.J. Raji,GNB,23,nt,14,1,0,0,0,0,1,,,,,,1.0,25,19,6,5,1,
482,Pat Sims,CIN,24,ldt/rdt,16,8,,,,,,0,0,1,0,0,0.5,34,19,15,2,7,
483,Isaac Sopoaga,SFO,28,de/LDT,16,16,0,0,0,0,1,,,,,,1.0,29,19,10,1,3,
484,Osi Umenyiora,NYG,28,DE,16,11,0,0,0,0,1,4,0,4,61,1,7.0,29,19,10,4,17,
485,Cameron Wake,MIA,27,de,14,1,0,0,0,0,1,1,0,0,0,0,5.5,23,19,4,6,9,
486,John Wendling,BUF,26,,16,0,1,0,0,0,1,,,,,,,26,19,7,0,0,
487,Roy Williams,CIN,29,ss,4,4,0,0,0,0,2,,,,,,,28,19,9,0,1,
488,Lorenzo Alexander,WAS,26,,16,0,0,0,0,0,1,1,0,1,0,0,2.0,23,18,5,2,3,
489,Remi Ayodele,NOR,26,dt/NT,15,13,,,,,,0,0,1,0,0,1.5,30,18,12,2,4,
490,Desmond Bishop,GNB,25,,16,0,,,,,,0,0,1,2,0,,29,18,11,1,0,
