
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
41,Vernon Hargreaves,TAM,21,CB,16,16,1,0,0,0,9,1,0,0,0,0,,76,68,8,3,0,
42,Rodney McLeod,PHI,26,S,16,16,3,5,0,5,7,1,0,0,0,0,1.0,80,68,12,3,0,
43,Nigel Bradham,PHI,27,LB,16,16,1,28,0,28,5,2,0,1,0,0,2.0,98,67,31,10,3,
44,Lavonte David,TAM,26,LB,16,16,1,15,1,15,4,4,0,2,53,0,5.0,87,67,20,17,8,
45,Byron Jones,DAL,24,FS/s,16,16,1,7,0,7,10,1,0,0,0,0,,81,67,14,3,0,
46,Kurt Coleman,CAR,28,fs/SS,15,15,4,57,1,37,7,1,0,0,0,0,1.0,95,65,30,1,2,
47,Deone Bucannon,ARI,24,LB,13,13,0,0,0,0,4,0,0,1,0,0,,89,64,25,5,1,
48,Todd Davis,DEN,24,LB,16,15,0,0,0,0,3,1,0,1,1,0,0.5,97,64,33,2,4,
49,Devin McCourty,NWE,29,S,16,16,1,0,0,0,7,1,0,1,3,0,,78,64,14,1,0,
50,Jatavis Brown,SDG,22,lb,12,7,0,0,0,0,6,2,0,1,0,0,3.5,76,63,13,8,3,
51,Marcus Cooper,ARI,26,RCB,15,13,4,95,1,60,11,,,,,,,69,63,6,0,0,
52,Harold Jones-Quartey,CHI,23,S,16,12,1,0,0,0,5,,,,,,,74,63,11,2,0,
53,Mike Adams,IND,35,SS,15,15,2,56,0,56,2,2,0,2,0,0,,79,62,17,1,2,
54,Eric Berry,KAN,28,SS,16,16,4,98,2,42,9,1,0,0,0,0,,77,62,15,2,0,
55,David Harris,NYJ,32,LB,15,15,0,0,0,0,2,,,,,,0.5,94,62,32,5,2,
56,Von Miller,DEN,27,LB,16,16,0,0,0,0,3,3,0,0,0,0,13.5,78,62,16,13,24,
57,Daryl Worley,CAR,21,RCB,16,11,1,22,0,22,9,,,,,,1.0,87,62,25,2,1,
58,Ricardo Allen,ATL,25,S,16,16,2,3,0,3,3,,,,,,,90,61,29,0,0,
59,Barry Church,DAL,28,SS,12,12,2,14,0,14,4,1,0,0,0,0,,85,61,24,2,2,
60,Ha Ha Clinton-Dix,GNB,24,FS,16,16,5,75,0,27,7,1,0,0,0,0,0.5,79,61,18,1,1,
61,Ramik Wilson,KAN,24,lilb/RILB,11,11,1,6,0,6,3,1,0,2,0,0,,76,61,15,3,0,
62,Bashaud Breeland,WAS,24,CB,14,14,3,32,0,26,11,2,0,0,0,0,1.0,71,60,11,1,1,
63,William Compton,WAS,27,MLB,15,15,1,5,0,5,5,1,0,2,0,0,,103,60,43,5,2,
64,Ronald Darby,BUF,22,CB,14,14,0,0,0,0,12,,,,,,,69,60,9,1,1,
65,Jonathan Casillas,NYG,29,LB,16,15,0,0,0,0,8,1,0,0,0,0,1.5,92,59,33,5,3,
66,Demario Davis,CLE,27,LB,16,15,0,0,0,0,2,1,0,0,0,0,2.0,99,59,40,7,5,
67,Jason McCourty,TEN,29,CB,14,14,2,7,0,6,12,0,0,1,0,0,,67,59,8,0,0,
68,Kevin Minter,ARI,26,LB,16,16,0,0,0,0,2,,,,,,3.5,81,59,22,9,7,
69,Lardarius Webb,BAL,31,FS/rcb/s,16,16,1,0,0,0,5,,,,,,1.0,73,59,14,2,1,
70,Shawn Williams,CIN,25,SS,15,15,3,14,0,13,5,0,1,0,0,0,1.0,81,59,22,3,8,
71,Vonn Bell,NOR,22,cb/db/lb/mlb/s/ss,16,14,0,0,0,0,4,2,0,1,0,0,1.0,83,58,25,2,4,
72,Corey Graham,BUF,31,S,16,16,1,0,0,0,9,0,0,1,0,0,1.0,83,58,25,2,1,
73,Jordan Hicks,PHI,24,MLB,16,16,5,41,0,34,11,0,0,1,0,0,1.0,86,58,28,6,5,
74,Steven Nelson,KAN,23,cb/db/lcb/RCB,15,15,0,0,0,0,16,0,0,2,0,0,,64,58,6,4,1,
75,Chris Harris,DEN,27,RCB,16,15,2,36,0,36,11,1,0,1,6,0,,63,57,6,1,0,
76,David Amerson,OAK,25,LCB/rcb,15,15,2,0,0,0,16,,,,,,,64,56,8,1,0,
77,Jairus Byrd,NOR,30,FS/s,16,16,2,35,0,24,3,,,,,,,82,56,26,2,0,
78,C.J. Mosley,BAL,24,LB,14,14,4,40,0,28,8,1,1,0,0,0,,92,56,36,5,4,
79,Jake Ryan,GNB,24,LB,14,10,0,0,0,0,3,,,,,,,81,56,25,7,3,
80,DeShawn Shead,SEA,27,cb/db/lb/RCB,15,15,1,2,0,2,14,1,0,0,0,0,,80,56,24,0,0,
81,D.J. Swearinger,ARI,25,db/fs/s/ss,16,12,3,13,0,12,8,,,,,,2.0,64,56,8,5,3,
82,Nick Bellore,SFO,27,lb/lilb,14,10,1,4,0,4,5,1,0,1,0,0,1.0,77,55,22,4,3,
83,Damon Harrison,NYG,28,LDT,16,16,0,0,0,0,1,1,0,0,0,0,2.5,86,55,31,6,4,
84,Mike Mitchell,PIT,29,FS,16,16,1,26,0,26,9,0,0,1,0,0,,77,55,22,0,1,
85,Denzel Perryman,SDG,24,LB,12,11,1,1,0,1,2,,,,,,2.0,71,55,16,8,2,
86,Glover Quin,DET,30,FS,16,16,2,0,0,0,5,1,0,0,0,0,,68,55,13,2,1,
87,Jalen Ramsey,JAX,22,cb/RCB,16,16,2,65,1,35,14,1,0,0,0,0,,65,55,10,2,1,
88,Ryan Shazier,PIT,24,LILB,13,12,3,0,0,0,9,3,0,1,0,0,3.5,87,55,32,9,7,
89,Darian Stewart,DEN,28,FS,16,16,3,36,0,25,6,1,0,1,28,0,,68,55,13,2,2,
90,Adrian Amos,CHI,23,S,15,14,0,0,0,0,4,1,0,1,21,0,,62,54,8,3,0,
91,Chris Conte,TAM,27,S,14,11,2,73,1,53,5,0,0,1,10,0,,64,54,10,1,0,
92,Sean Davis,PIT,23,db/s/ss,16,9,1,0,0,0,5,0,0,1,0,0,1.5,69,54,15,4,4,
93,Adam Jones,CIN,33,cb/RCB,16,16,1,2,0,2,7,1,3,1,0,0,,66,54,12,0,1,
94,Khalil Mack,OAK,25,DE,16,16,1,6,1,6,3,5,0,3,1,0,11.0,73,54,19,14,26,
95,Brandon Carr,DAL,30,CB,16,16,1,0,0,0,9,,,,,,,61,53,8,1,1,
96,Joe Thomas,GNB,25,lb,16,7,1,9,0,9,5,0,1,1,6,0,,68,53,15,3,2,
97,Gerald Hodges,SFO,25,LB/rilb,15,12,2,27,0,21,2,1,0,1,0,0,3.0,80,52,28,3,4,
98,D'Qwell Jackson,IND,33,MLB,12,12,0,0,0,0,3,0,0,2,0,0,1.0,78,52,26,5,3,
99,Rashaan Melvin,IND,27,cb/lcb,15,9,0,0,0,0,7,2,0,1,0,0,,60,52,8,1,0,
100,Josh Norman,WAS,29,CB,16,16,3,38,0,35,19,2,0,0,0,0,,67,52,15,2,1,
101,Ron Parker,KAN,29,cb/FS,16,16,1,1,0,1,12,2,0,0,0,0,,61,52,9,1,0,
102,Keenan Robinson,NYG,27,lb/mlb,16,6,0,0,0,0,7,,,,,,,79,52,27,2,1,
103,Artie Burns,PIT,21,cb/lcb,16,9,3,13,0,9,13,,,,,,,64,51,13,2,0,
104,Brent Grimes,TAM,33,CB,16,16,4,37,1,31,24,1,0,0,0,0,,57,51,6,0,0,
105,Kareem Jackson,HOU,28,cb/lcb/rcb,14,13,1,42,1,42,4,,,,,,,62,51,11,3,0,
106,Jalen Mills,PHI,22,cb,16,2,0,0,0,0,7,,,,,,,61,51,10,0,0,
107,Lorenzo Alexander,BUF,33,LB,16,16,1,28,0,28,6,3,0,0,0,0,12.5,64,50,14,10,22,
108,Robert Alford,ATL,28,CB,16,16,2,34,1,30,19,,,,,,,59,50,9,1,0,
109,Ladarius Gunter,GNB,24,cb/RCB,16,15,0,0,0,0,12,2,0,0,0,0,,54,50,4,2,0,
110,Casey Hayward,SDG,27,cb/lcb/RCB,16,14,7,102,1,31,20,,,,,,,57,50,7,1,0,
111,Duke Ihenacho,WAS,27,fs/s/ss,15,10,0,0,0,0,2,,,,,,,60,50,10,4,1,
112,Lamarcus Joyner,LAR,26,cb/db,14,8,0,0,0,0,5,1,0,0,0,0,1.0,66,50,16,3,2,
113,Sio Moore,3TM,26,,9,7,0,0,0,0,1,2,0,0,0,0,,65,50,15,5,2,
114,Reggie Nelson,OAK,33,FS/ss,16,16,5,74,0,40,12,0,0,2,0,0,,65,50,15,0,1,
115,Kenny Vaccaro,NOR,25,s/SS,11,11,2,30,0,30,5,2,0,1,0,0,1.0,67,50,17,5,8,
116,Isa Abdul-Quddus,MIA,27,S,15,15,2,16,0,9,5,,,,,,1.0,77,49,28,2,5,
117,Clayton Geathers,IND,24,FS,9,9,0,0,0,0,5,1,0,0,0,0,,58,49,9,2,0,
118,Dwight Lowery,SDG,30,FS/ss,16,16,1,25,0,25,9,1,0,1,36,1,,60,49,11,1,0,
119,T.J. McDonald,LAR,25,SS,16,16,2,0,0,0,6,,,,,,1.0,62,49,13,6,4,
120,Korey Toomer,SDG,28,LB,13,8,0,0,0,0,2,3,0,1,2,0,1.0,71,49,22,5,3,
121,Danny Trevathan,CHI,26,LB,9,8,0,0,0,0,4,,,,,,1.0,66,49,17,1,1,
122,Donte Whitner,WAS,31,s/ss,11,9,,,,,,1,0,0,0,0,,66,49,17,0,1,
123,A.J. Bouye,HOU,25,cb/lcb/RCB,15,11,1,0,0,0,16,,,,,,1.0,62,48,14,2,1,
124,Tramaine Brock,SFO,28,LCB,16,16,1,39,0,39,14,1,0,0,0,0,,58,48,10,5,0,
125,Malcolm Butler,NWE,26,cb/LCB,16,16,4,28,0,21,17,1,0,2,2,0,1.0,63,48,15,1,1,
126,Patrick Chung,NWE,29,S,16,16,1,4,0,4,3,0,0,1,0,0,1.0,87,48,39,1,1,
127,George Iloka,CIN,26,FS,16,16,3,21,0,21,7,,,,,,,73,48,25,1,0,
128,Eric Reid,SFO,25,FS,10,10,1,13,0,13,5,1,0,0,0,0,,62,48,14,0,5,
129,Vincent Rey,CIN,29,LB,16,12,1,6,0,6,7,0,0,1,10,0,,79,48,31,1,0,
130,Eric Weddle,BAL,31,db/SS,16,16,4,92,0,53,13,1,0,0,0,0,1.0,89,48,41,1,1,
131,James Bradberry,CAR,23,LCB,13,13,2,6,0,5,10,,,,,,,59,47,12,3,0,
132,Kam Chancellor,SEA,28,SS,12,12,2,5,0,5,8,1,0,0,0,0,,81,47,34,3,0,
133,Ross Cockrell,PIT,25,RCB,16,16,0,0,0,0,14,0,0,1,0,0,,62,47,15,3,1,
134,E.J. Gaines,LAR,24,lcb/RCB,11,10,0,0,0,0,7,1,0,1,0,0,,56,47,9,0,1,
135,Bruce Irvin,OAK,29,LB,16,16,0,0,0,0,1,6,0,0,0,0,7.0,57,47,10,9,25,
136,Trumaine Johnson,LAR,26,LCB,14,14,1,0,0,0,11,0,0,1,0,0,,57,47,10,3,0,
137,Daniel Sorensen,KAN,26,s,16,1,3,48,1,48,6,2,0,3,56,0,1.0,54,47,7,4,3,
138,Prince Amukamara,JAX,27,LCB/rcb,14,12,0,0,0,0,6,,,,,,,49,46,3,1,0,
139,Melvin Ingram,SDG,27,LB,16,16,0,0,0,0,5,5,0,0,0,0,8.0,60,46,14,10,19,
140,Jamar Taylor,CLE,26,CB,15,14,3,43,0,29,13,,,,,,,57,46,11,0,1,
141,Olivier Vernon,NYG,26,DE,16,16,,,,,,1,0,1,0,0,8.5,64,46,18,17,23,
142,Micah Hyde,GNB,26,cb/de/rcb/s/ss,16,11,3,11,0,11,9,0,1,2,0,0,1.0,56,45,11,3,2,
143,Nevin Lawson,DET,25,CB,16,16,0,0,0,0,9,,,,,,,56,45,11,0,0,
144,Tony Lippett,MIA,24,CB,16,13,4,0,0,0,10,,,,,,,68,45,23,1,0,
145,Tracy Porter,CHI,30,CB,16,15,2,28,0,25,9,1,0,0,0,0,,48,45,3,0,0,
146,Janoris Jenkins,NYG,28,RCB,15,15,3,26,0,23,18,1,1,0,0,0,1.0,49,44,5,5,1,
147,Malcolm Jenkins,PHI,29,cb/S,16,16,3,98,2,64,9,0,0,1,0,0,1.0,69,44,25,3,3,
148,Karl Joseph,OAK,23,SS,12,9,1,21,0,21,6,0,0,1,0,0,,60,44,16,1,0,
149,Blake Martinez,GNB,22,LB,13,9,1,4,0,4,4,,,,,,1.0,65,44,21,4,1,
150,Sterling Moore,NOR,26,CB,13,12,2,8,0,8,13,,,,,,,56,44,12,1,0,
151,Patrick Peterson,ARI,26,LCB,16,16,3,27,0,25,6,0,1,1,0,0,,50,44,6,1,0,
152,Xavier Rhodes,MIN,26,lcb/RCB,14,14,5,133,1,100,11,1,0,0,0,0,,52,44,8,2,0,
153,DeForest Buckner,SFO,22,dt/LDT/nt,15,15,0,0,0,0,1,0,0,2,0,0,6.0,73,43,30,7,18,
154,Byron Maxwell,MIA,28,CB,13,13,2,29,0,27,15,4,0,0,0,0,,53,43,10,1,0,
155,Calvin Pryor,NYJ,24,SS,15,15,0,0,0,0,6,1,0,0,0,0,,60,43,17,4,1,
156,Darrelle Revis,NYJ,31,CB,15,15,1,51,0,51,5,,,,,,,53,43,10,1,0,
157,Darius Slay,DET,25,CB,13,13,2,24,0,13,13,1,0,0,0,0,1.0,44,43,1,1,1,
158,William Gay,PIT,31,cb/lcb,16,9,1,0,0,0,7,1,0,0,0,0,1.0,58,42,16,3,0,
159,Stephon Gilmore,BUF,26,CB,15,15,5,135,0,49,12,,,,,,,48,42,6,0,0,
160,Edwin Jackson,IND,25,LB,16,8,,,,,,,,,,,2.0,61,42,19,1,2,
161,Darron Lee,NYJ,22,LB,13,9,0,0,0,0,3,,,,,,1.0,70,42,28,3,3,
162,Brian Poole,ATL,24,CB/de,16,9,1,24,0,24,9,0,0,2,10,0,1.0,58,42,16,5,3,
163,Andrew Sendejo,MIN,29,SS,14,14,2,18,0,16,4,0,1,2,5,0,0.5,66,42,24,0,1,
164,Jimmie Ward,SFO,25,RCB,11,10,1,8,0,8,12,1,0,1,0,0,1.0,52,42,10,2,1,
165,Kyle Williams,BUF,33,DT,15,15,,,,,,,,,,,5.0,64,42,22,11,15,
166,Shareece Wright,BAL,29,cb/lcb/rcb,12,9,0,0,0,0,6,0,0,1,0,0,,50,42,8,4,0,
167,Jahleel Addae,SDG,26,SS,8,8,1,90,1,90,4,,,,,,,48,41,7,3,0,
168,Eli Apple,NYG,21,cb/db/lcb,14,11,1,0,0,0,7,1,0,2,0,0,,49,41,8,4,0,
169,Ahmad Brooks,SFO,32,LB/lolb,16,16,0,0,0,0,4,1,0,0,0,0,6.0,53,41,12,10,8,
170,Nolan Carroll,PHI,29,CB,16,16,1,0,0,0,11,1,0,0,0,0,,55,41,14,0,0,
171,Phillip Gaines,KAN,25,rcb,11,5,1,0,0,0,7,2,0,0,0,0,,43,41,2,1,0,
172,Markus Golden,ARI,23,lb,16,3,0,0,0,0,1,4,0,1,20,0,12.5,51,41,10,16,22,
173,Brandon Graham,PHI,28,DE,16,16,0,0,0,0,1,2,0,1,4,0,5.5,59,41,18,14,22,
174,Dominique Rodgers-Cromartie,NYG,30,LCB/rcb,15,9,6,28,0,28,21,1,0,0,0,0,1.0,49,41,8,2,1,
175,Daimion Stafford,TEN,25,fs/s/ss,15,6,1,4,0,4,2,0,0,1,0,0,1.0,51,41,10,2,2,
176,Ndamukong Suh,MIA,29,de/DT,16,16,0,0,0,0,6,0,0,1,0,0,5.0,72,41,31,11,17,
177,Keith Tandy,TAM,27,s,16,5,4,28,0,28,9,0,0,1,0,0,,52,41,11,2,0,
178,Tavon Young,BAL,22,cb/db/LCB/rcb,16,11,2,22,0,16,8,0,0,1,0,0,,50,41,9,2,1,
179,Kevin Byard,TEN,23,fs,16,7,0,0,0,0,4,,,,,,1.0,51,40,11,5,5,
180,Jadeveon Clowney,HOU,23,DE/lb,14,14,0,0,0,0,2,1,0,0,0,0,6.0,52,40,12,16,17,
181,Ken Crawley,NOR,23,cb/rcb,15,5,0,0,0,0,8,1,0,1,0,0,,43,40,3,2,0,
182,Cameron Jordan,NOR,27,DE,16,16,0,0,0,0,6,1,0,0,0,0,7.5,58,40,18,17,24,
183,Cre'von LeBlanc,CHI,22,CB/db,13,9,2,24,1,24,10,,,,,,,44,40,4,0,1,
184,Corey Nelson,DEN,24,lb,16,6,0,0,0,0,5,0,0,1,0,0,,61,40,21,2,2,
185,Trae Waynes,MIN,24,cb/lcb/rcb,15,8,3,4,0,4,11,,,,,,,47,40,7,1,0,
186,James Harrison,PIT,38,rolb,15,7,1,0,0,0,1,2,0,0,0,0,5.0,53,39,14,9,9,
187,Anthony Hitchens,DAL,24,lb/MLB,16,16,0,0,0,0,1,,,,,,1.5,78,39,39,4,5,
188,Brandon Marshall,DEN,27,LB,11,11,0,0,0,0,3,,,,,,,52,39,13,2,0,
189,Quinten Rollins,GNB,24,cb/lcb/rcb,13,10,1,0,0,0,8,,,,,,,41,39,2,0,1,
190,Orlando Scandrick,DAL,29,CB/lb,12,10,1,0,0,0,8,3,0,0,0,0,2.0,46,39,7,2,2,
191,Buster Skrine,NYJ,27,CB,14,14,1,51,0,51,6,0,1,0,0,0,1.0,47,39,8,1,1,
192,Nathan Stupar,NOR,28,lb/mlb,16,6,1,0,0,0,2,2,0,2,0,0,1.0,48,39,9,1,1,
193,Shaq Thompson,CAR,22,LB,14,12,1,12,0,12,5,0,0,2,9,1,,54,39,15,4,2,
194,Wesley Woodyard,TEN,30,LB,16,10,1,21,0,21,5,,,,,,2.0,53,39,14,6,4,
195,Maurice Alexander,LAR,25,FS,14,14,2,19,0,19,4,,,,,,1.0,50,38,12,1,1,
196,Tre Boston,CAR,24,FS,15,10,2,29,0,22,7,,,,,,2.0,52,38,14,5,4,
197,Brian Cushing,HOU,29,MLB,13,13,0,0,0,0,1,,,,,,,65,38,27,2,2,
198,Quintin Demps,HOU,31,SS,13,13,6,54,0,19,9,1,0,0,0,0,,55,38,17,1,1,
199,Quandre Diggs,DET,23,cb,12,4,0,0,0,0,1,1,0,0,0,0,,42,38,4,2,1,
200,Marcus Gilchrist,NYJ,28,FS,13,13,2,25,0,25,3,1,0,0,0,0,,53,38,15,1,0,
201,Chandler Jones,ARI,26,LB,16,16,0,0,0,0,3,4,0,2,0,0,11.0,49,38,11,15,21,
202,Johnathan Joseph,HOU,32,LCB,13,11,0,0,0,0,9,1,0,0,0,0,,45,38,7,0,0,
203,Devon Kennard,NYG,25,LB,16,9,0,0,0,0,1,1,0,1,0,0,1.0,58,38,20,4,5,
204,Captain Munnerlyn,MIN,28,cb/db/lcb,15,9,0,0,0,0,3,1,0,0,0,0,,55,38,17,2,0,
205,Brian Orakpo,TEN,30,LB,16,16,0,0,0,0,4,1,0,0,0,0,10.5,46,38,8,13,19,
206,Sheldon Richardson,NYJ,26,DL/lb,15,14,0,0,0,0,2,1,0,2,0,0,1.5,62,38,24,13,9,
207,Perry Riley,OAK,28,lb/MLB,11,11,0,0,0,0,1,2,0,0,0,0,,48,38,10,0,0,
208,Richard Sherman,SEA,28,cb/LCB,16,16,4,37,0,31,13,0,0,1,14,0,,58,38,20,2,0,
209,Michael Wilhoite,SFO,30,lb/rilb,16,6,0,0,0,0,2,1,0,1,0,0,0.5,46,38,8,1,1,
210,Derek Wolfe,DEN,26,DE,14,14,0,0,0,0,4,,,,,,5.5,51,38,13,4,19,
211,Anthony Barr,MIN,24,LB,16,16,0,0,0,0,4,1,0,1,0,0,2.0,70,37,33,3,8,
212,Anthony Brown,DAL,23,CB/db,16,10,1,0,0,0,8,1,0,0,0,0,,51,37,14,2,0,
213,Perrish Cox,TEN,29,CB,11,9,3,3,0,3,11,,,,,,,42,37,5,0,0,
214,William Gholston,TAM,25,DE,14,14,,,,,,1,0,1,0,0,3.0,50,37,13,9,7,
215,Joe Haden,CLE,27,CB,13,13,3,9,0,9,11,,,,,,,48,37,11,0,0,
216,Linval Joseph,MIN,28,NT,16,16,,,,,,3,0,0,0,0,4.0,77,37,40,5,17,
217,Spencer Paysinger,MIA,28,lb,15,3,0,0,0,0,3,0,0,2,0,0,,52,37,15,0,2,
218,Briean Boddy-Calhoun,CLE,23,cb/db,14,7,3,94,1,67,11,0,1,0,0,0,1.0,40,36,4,2,1,
219,Aaron Donald,LAR,25,dt/LDT,16,16,0,0,0,0,5,2,0,0,0,0,8.0,47,36,11,17,31,
220,Everson Griffen,MIN,29,DE,16,16,0,0,0,0,1,2,0,3,20,1,8.0,48,36,12,9,22,
221,Akiem Hicks,CHI,27,DE/dl,16,16,0,0,0,0,2,2,0,1,0,0,7.0,54,36,18,11,17,
222,Whitney Mercilus,HOU,26,LB,15,15,0,0,0,0,1,1,0,4,7,0,7.5,53,36,17,13,22,
223,Jaquiski Tartt,SFO,24,fs,15,6,0,0,0,0,3,,,,,,1.0,49,36,13,4,3,
224,Leonard Williams,NYJ,22,DL,16,16,,,,,,2,0,0,0,0,7.0,68,36,32,11,19,
225,De'Vondre Campbell,ATL,23,LB,11,10,1,7,0,7,7,1,0,0,0,0,,48,35,13,5,0,
226,Neville Hewitt,MIA,23,lb,16,5,0,0,0,0,1,0,1,1,0,0,1.0,57,35,22,4,1,
227,Dre Kirkpatrick,CIN,27,LCB,15,14,3,21,0,21,10,,,,,,,46,35,11,0,0,
228,Nick Perry,GNB,26,lolb/rolb,14,12,1,0,0,0,4,,,,,,11.0,52,35,17,12,16,
229,Marcus Peters,KAN,23,LCB,15,15,6,63,0,28,20,1,0,3,31,0,,45,35,10,0,0,
230,Jason Pierre-Paul,NYG,27,DE,12,12,0,0,0,0,8,3,0,1,43,1,7.0,53,35,18,7,16,
231,Sean Spence,TEN,26,lb,15,6,0,0,0,0,3,1,0,0,0,0,3.0,50,35,15,2,5,
232,Calais Campbell,ARI,30,DT,16,16,1,1,0,1,6,2,0,3,53,1,8.0,53,34,19,12,21,1
233,Vontae Davis,IND,28,RCB,14,14,1,0,0,0,10,,,,,,,37,34,3,0,0,
234,Dannell Ellerbe,NOR,31,LB,9,8,0,0,0,0,2,,,,,,4.0,44,34,10,5,8,
235,Kyle Emanuel,SDG,25,LB,16,12,0,0,0,0,1,1,0,1,0,0,0.5,55,34,21,3,4,
236,Tashaun Gipson,JAX,26,FS,16,16,1,30,0,30,2,,,,,,,41,34,7,0,0,
237,David Parry,IND,24,NT,16,16,,,,,,,,,,,3.0,47,34,13,4,8,
238,Bradley Roby,DEN,24,cb/lcb,16,4,2,102,2,51,8,1,0,0,0,0,1.0,39,34,5,0,0,
239,Da'Norris Searcy,TEN,28,s/SS,14,14,1,0,0,0,6,0,0,1,0,0,,39,34,5,2,0,
