,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
78,Jovan Belcher,KAN,24,LILB,16,16,0,0,0,0,1,,,,,,,87,61,26,2,1,
79,Glover Quin,HOU,25,SS,16,16,0,0,0,0,9,0,0,1,0,0,,80,61,19,2,0,
80,Gerald Sensabaugh,DAL,28,FS,16,16,2,11,0,11,3,2,0,2,0,0,,75,61,14,0,0,
81,Jabari Greer,NOR,29,LCB,16,16,1,2,0,2,18,,,,,,,71,60,11,3,0,
82,Chris Harris,DEN,22,cb,16,4,1,15,0,15,6,0,0,1,0,0,,75,60,15,1,2,
83,Darian Stewart,STL,23,SS,15,13,1,27,1,27,11,2,0,0,0,0,3.0,77,60,17,9,3,
84,Wesley Woodyard,DEN,25,lb/mlb,15,7,0,0,0,0,2,2,0,0,0,0,,90,60,30,1,0,
85,Michael Griffin,TEN,26,FS,16,16,2,0,0,0,7,1,0,0,0,0,,75,59,16,3,0,
86,A.J. Jefferson,ARI,23,lcb,16,7,1,0,0,0,12,0,0,1,17,0,,65,59,6,1,0,
87,Jerod Mayo,NWE,25,LB,14,13,2,4,0,2,4,1,0,0,0,0,1.0,102,59,43,4,6,
88,Reggie Nelson,CIN,28,FS,16,16,4,115,1,75,12,2,0,0,0,0,2.0,85,59,26,4,6,
89,Patrick Peterson,ARI,21,RCB,16,16,2,1,0,1,13,0,4,2,-1,0,1.0,64,59,5,1,1,
90,Lardarius Webb,BAL,26,db/LCB,16,15,5,81,1,73,20,1,2,2,0,0,1.0,74,59,15,1,2,
91,Chris Chamberlain,STL,26,LB,16,13,1,4,0,4,1,1,0,0,0,0,2.0,74,58,16,6,2,
92,Reed Doughty,WAS,29,fs/ss,16,11,,,,,,2,0,1,0,0,,88,58,30,2,0,
93,Jo-Lonn Dunbar,NOR,26,LB/mlb,16,14,0,0,0,0,6,2,0,0,0,0,1.0,80,58,22,4,1,
94,Cortland Finnegan,TEN,27,CB/rcb,16,16,1,8,0,8,11,0,0,1,0,0,1.0,75,58,17,6,3,
95,Mason Foster,TAM,22,MLB,16,15,1,0,0,0,2,1,0,1,0,0,2.0,84,58,26,5,4,
96,Jacquian Williams,NYG,23,lb/mlb,16,2,0,0,0,0,4,1,0,3,0,0,1.0,78,58,20,2,1,
97,Matt Giordano,OAK,29,db/fs/s,15,9,5,130,0,62,5,1,0,0,0,0,1.0,70,56,14,1,3,
98,Steve Gregory,SDG,28,SS,15,13,1,26,1,26,3,,,,,,,67,56,11,0,1,
99,Dashon Goldson,SFO,27,FS,14,14,6,53,0,21,9,1,0,1,0,0,,67,55,12,1,1,
100,Cedric Griffin,MIN,29,RCB,16,14,1,0,0,0,9,3,0,0,0,0,,67,55,12,1,0,
101,Bernard Pollard,BAL,27,s/SS,16,13,1,0,0,0,13,3,0,1,0,0,2.0,75,55,20,2,3,
102,Ahtyba Rubin,CLE,25,DT,16,16,,,,,,,,,,,5.0,82,55,27,4,12,
103,Kurt Coleman,PHI,23,fs/SS,15,13,4,60,0,35,5,1,0,0,0,0,,76,54,22,1,2,
104,Abram Elam,DAL,30,s/SS,16,16,,,,,,1,0,1,1,0,,68,54,14,4,0,
105,James Farrior,PIT,36,LILB,14,14,0,0,0,0,3,,,,,,2.0,78,54,24,2,5,
106,Rey Maualuga,CIN,24,lb/MLB,13,13,1,2,0,2,2,3,0,1,0,0,,91,54,37,3,0,
107,Colin McCarthy,TEN,22,mlb,13,7,1,0,0,0,3,2,0,2,0,0,,68,54,14,5,2,
108,Bart Scott,NYJ,31,LB,16,15,0,0,0,0,1,1,0,1,9,0,4.5,66,54,12,9,8,
109,Justin Durant,DET,26,LB,13,12,0,0,0,0,1,1,0,2,0,0,1.0,68,53,15,7,2,
110,Joe Haden,CLE,22,LCB,15,15,0,0,0,0,19,1,0,1,0,0,1.0,65,53,12,2,1,
111,A.J. Hawk,GNB,27,LB,14,14,0,0,0,0,3,,,,,,1.5,84,53,31,4,3,
112,Calvin Pace,NYJ,31,LB,16,16,1,8,0,8,3,3,0,1,0,0,4.5,72,53,19,7,11,
113,Tramon Williams,GNB,28,RCB,15,15,4,92,1,43,22,0,0,1,0,0,,64,53,11,2,1,
114,E.J. Biggers,TAM,24,cb/db/lcb,16,6,1,0,0,0,10,,,,,,,57,52,5,0,0,
115,Calais Campbell,ARI,25,DE,16,16,1,0,0,0,10,2,0,1,0,0,8.0,71,52,19,13,17,
116,Dan Connor,CAR,26,MLB,15,11,,,,,,1,0,0,0,0,,73,52,21,3,0,
117,Craig Dahl,STL,26,ss,16,3,1,-3,0,-3,1,2,0,0,0,0,,61,52,9,0,2,
118,Sean Smith,MIA,24,cb/LCB/nt,16,16,2,7,0,7,7,,,,,,,62,52,10,0,0,
119,Kamerion Wimbley,OAK,28,de/LB/mlb,16,16,1,73,0,73,3,,,,,,7.0,63,52,11,15,20,
120,Brandon Browner,SEA,27,RCB,16,16,6,220,2,94,23,,,,,,,54,51,3,1,0,
121,Bryan Scott,BUF,30,db/de/lb/lcb,16,7,2,43,1,43,6,0,0,1,0,0,1.0,66,51,15,4,1,
122,Anthony Spencer,DAL,27,LB,16,15,0,0,0,0,1,4,0,0,0,0,6.0,66,51,15,12,17,
123,Usama Young,CLE,26,SS,16,8,1,28,0,28,1,,,,,,,70,51,19,4,0,
124,Akeem Ayers,TEN,22,LB,16,16,0,0,0,0,1,1,0,1,0,0,2.0,76,50,26,6,4,
125,Kavell Conner,IND,24,LB,16,15,0,0,0,0,2,1,0,1,0,0,,104,50,54,7,1,
126,Von Miller,DEN,22,LB,15,15,0,0,0,0,4,3,0,0,0,0,11.5,64,50,14,19,29,
127,Terrell Suggs,BAL,29,LB,16,16,2,9,0,9,6,7,0,0,0,0,14.0,70,50,20,20,23,
128,K.J. Wright,SEA,22,LB/mlb,16,12,0,0,0,0,3,1,0,1,30,0,2.0,65,50,15,10,4,
129,Nate Clements,CIN,32,LCB,15,15,2,5,0,7,12,2,1,2,0,0,1.0,55,49,6,4,4,
130,William Gay,PIT,26,LCB,16,15,2,12,0,12,13,0,0,1,2,0,,61,49,12,4,0,
131,Chris Gocong,CLE,28,LB,16,16,0,0,0,0,3,2,0,1,0,0,3.5,70,49,21,8,7,
132,Donte Whitner,SFO,26,SS,15,15,2,48,0,48,10,1,0,3,3,0,,62,49,13,2,3,
133,Jared Allen,MIN,29,DE,16,16,1,14,0,14,3,4,0,4,6,0,22.0,66,48,18,21,32,1
134,Quincy Black,TAM,27,LB,14,12,1,0,0,0,1,1,0,0,0,0,,59,48,11,6,0,
135,Tamba Hali,KAN,28,ROLB,16,16,,,,,,4,0,0,0,0,12.0,66,48,18,12,27,
136,James Harrison,PIT,33,ROLB,11,11,,,,,,2,0,0,0,0,9.0,59,48,11,13,16,
137,Jacob Lacey,IND,24,LCB,15,10,1,32,1,32,6,3,0,1,4,0,,72,48,24,1,0,
138,J.J. Watt,HOU,22,DE,16,16,0,0,0,0,4,0,0,2,2,0,5.5,56,48,8,13,19,
139,Adrian Wilson,ARI,32,SS,16,16,1,17,0,17,14,1,0,0,0,0,,65,48,17,8,3,
140,Josh Wilson,WAS,26,RCB,16,16,2,0,0,0,15,1,0,1,4,0,,62,48,14,0,0,
141,Brandon Flowers,KAN,25,LCB,16,16,4,95,1,58,20,,,,,,,59,47,12,2,0,
142,Justin King,STL,24,cb/lb/LCB,12,12,1,51,0,51,5,1,0,0,0,0,1.0,57,47,10,4,3,
143,Kendrick Lewis,KAN,23,FS,16,16,3,119,1,59,10,1,0,1,0,0,,59,47,12,0,0,
144,Sherrod Martin,CAR,27,FS,16,16,3,16,0,15,8,,,,,,,65,47,18,1,2,
145,Jameel McClain,BAL,26,LB,16,16,1,8,0,8,4,0,0,2,6,1,1.0,83,47,36,3,1,
146,Richard Sherman,SEA,23,LCB,16,10,4,45,0,33,17,1,0,0,0,0,,55,47,8,0,0,
147,DeMarcus Ware,DAL,29,LB,16,16,0,0,0,0,2,2,0,1,0,0,19.5,58,47,11,26,29,
148,Nate Allen,PHI,24,FS,15,12,2,44,0,31,7,,,,,,,59,46,13,3,0,
149,Antoine Cason,SDG,25,RCB,16,14,2,69,0,64,17,,,,,,,53,46,7,0,0,
150,Justin Houston,KAN,22,LOLB,16,10,0,0,0,0,4,1,0,1,0,0,5.5,56,46,10,10,9,
151,James Ihedigbo,NWE,28,S,16,12,0,0,0,0,1,,,,,,,69,46,23,2,1,
152,Aaron Ross,NYG,29,RCB/s,16,15,4,19,0,19,12,0,2,0,0,0,,60,46,14,1,1,
153,Kelvin Sheppard,BUF,23,MLB,16,9,0,0,0,0,1,0,0,1,0,0,,70,46,24,3,2,1
154,Quinton Carter,DEN,23,FS/ss,16,10,,,,,,,,,,,1.0,56,45,11,1,1,
155,Chris Crocker,CIN,31,SS,16,16,0,0,0,0,5,1,0,0,0,0,3.5,61,45,16,2,7,
156,Deon Grant,NYG,32,cb/db/s/ss,16,9,1,0,0,0,6,0,0,1,1,0,1.0,64,45,19,2,2,
157,Reshad Jones,MIA,23,FS/s,15,12,1,1,0,1,4,,,,,,2.0,63,45,18,3,2,
158,Terence Newman,DAL,33,LCB,14,14,4,80,1,43,8,0,0,1,7,0,,53,45,8,1,0,
159,Justin Smith,SFO,32,RDT,16,16,0,0,0,0,2,3,0,1,0,0,7.5,58,45,13,6,20,
160,Mike Adams,CLE,30,FS,16,16,3,33,0,29,6,1,0,1,0,0,,64,44,20,0,0,
161,Geno Hayes,TAM,24,LB,16,13,1,8,0,8,2,2,0,0,0,0,,63,44,19,5,0,
162,Erin Henderson,MIN,25,LB,15,11,0,0,0,0,2,2,0,0,0,0,1.5,70,44,26,7,3,
163,Chris Houston,DET,27,LCB,14,13,5,225,2,100,14,,,,,,,54,44,10,2,0,
164,Quentin Jammer,SDG,32,LCB,15,15,0,0,0,0,8,0,0,1,0,0,,53,44,9,2,0,
165,Danieal Manning,HOU,29,FS,13,13,2,22,0,22,5,0,1,0,0,0,,59,44,15,0,1,
166,Ed Reed,BAL,33,FS,16,16,3,25,0,16,8,1,0,0,0,0,1.0,52,44,8,1,1,
167,DeMeco Ryans,HOU,27,LB,16,16,0,0,0,0,4,1,0,0,0,0,,64,44,20,6,2,
168,Jamarca Sanford,MIN,26,SS,15,15,2,69,0,52,5,1,0,2,3,0,,73,44,29,1,2,
169,Husain Abdullah,MIN,26,FS,9,9,1,32,0,32,5,,,,,,1.0,48,43,5,3,1,
170,Asher Allen,MIN,23,cb/lcb/rcb,12,9,1,3,0,3,3,,,,,,,47,43,4,0,0,
171,Louis Delmas,DET,24,FS,11,11,0,0,0,0,5,0,0,1,0,0,,61,43,18,2,2,
172,Rob Ninkovich,NWE,27,de/LB,16,16,2,30,1,18,4,1,0,3,0,0,6.5,74,43,31,7,11,
173,Jordan Senn,CAR,27,lb/mlb,16,7,1,21,0,21,2,3,0,0,0,0,,71,43,28,1,0,
174,Scott Shanle,NOR,32,LB,16,15,1,12,0,12,5,1,0,0,0,0,1.0,69,43,26,5,2,
175,Corey Webster,NYG,29,LCB,16,16,6,71,0,25,17,1,0,0,0,0,,51,43,8,1,0,
176,Philip Wheeler,IND,27,LB,13,11,,,,,,,,,,,1.0,80,43,37,3,1,
177,Tracy Porter,NOR,25,RCB,14,11,1,-7,0,-7,9,2,0,1,0,0,,52,42,10,2,1,
178,Stanford Routt,OAK,28,CB/lcb,16,15,4,7,0,3,15,,,,,,,49,42,7,2,0,
179,Orlando Scandrick,DAL,24,cb/lcb/rcb,13,7,1,0,0,0,5,,,,,,2.0,49,42,7,4,4,
180,Jason Allen,HOU,28,lcb/rcb,16,4,4,34,0,34,11,,,,,,,45,41,4,2,0,
181,David Caldwell,IND,24,SS,16,13,0,0,0,0,4,,,,,,,67,41,26,1,0,
182,Trent Cole,PHI,29,DE,14,14,0,0,0,0,1,1,0,0,0,0,11.0,44,41,3,14,17,
183,Drayton Florence,BUF,31,cb/lcb/RCB,16,16,3,64,1,30,12,1,0,1,0,0,,50,41,9,0,0,
184,Andre' Goodman,DEN,33,RCB,16,16,2,46,1,26,10,0,1,2,0,0,,49,41,8,1,0,
185,Israel Idonije,CHI,31,DE,16,16,,,,,,1,0,2,0,1,5.0,52,41,11,12,10,
186,Ryan Kerrigan,WAS,23,LOLB,16,16,1,9,1,9,4,4,0,0,0,0,7.5,63,41,22,9,14,
187,Clay Matthews,GNB,25,LOLB,15,15,3,47,1,38,9,3,0,0,0,0,6.0,55,41,14,8,25,
188,William Moore,ATL,26,S/ss,12,11,2,56,0,29,9,2,0,0,0,0,0.5,55,41,14,1,3,
189,Sione Pouha,NYJ,32,NT,16,15,0,0,0,0,3,1,0,2,0,0,1.0,57,41,16,5,2,1
190,Darrelle Revis,NYJ,26,CB,16,16,4,184,1,100,21,,,,,,,52,41,11,1,0,
191,Brian Rolle,PHI,23,LB,16,13,0,0,0,0,4,1,0,1,22,1,1.0,54,41,13,6,4,
192,Erik Walden,GNB,26,ROLB,16,15,0,0,0,0,2,1,0,1,5,1,3.0,60,41,19,6,15,
193,Will Witherspoon,TEN,31,LB,16,14,1,7,0,7,3,1,0,2,2,0,2.0,56,41,15,5,4,
194,Major Wright,CHI,23,fs/SS,12,11,3,60,1,36,7,,,,,,,57,41,16,2,1,
195,Chris Harris,2TM,29,,11,8,1,19,0,19,3,2,0,0,0,0,,48,40,8,1,0,
196,Jarret Johnson,BAL,30,LB,16,16,0,0,0,0,3,1,0,1,26,1,2.5,56,40,16,6,9,
197,Johnathan Joseph,HOU,27,RCB,15,15,4,40,0,29,15,1,0,0,0,0,,44,40,4,2,0,
198,Brandon Mebane,SEA,26,RDT,16,16,0,0,0,0,1,,,,,,,56,40,16,7,4,
199,Jeremy Mincey,JAX,28,DE,16,16,1,5,0,5,1,4,0,1,0,0,8.0,57,40,17,10,17,
200,Carlos Rogers,SFO,30,LCB,16,16,6,106,1,31,18,,,,,,,43,40,3,2,1,
201,Barrett Ruud,TEN,28,lb/MLB,9,9,1,4,0,4,3,,,,,,,57,40,17,2,1,
202,Jabaal Sheard,CLE,22,DE,16,16,0,0,0,0,2,5,0,1,5,0,8.5,55,40,15,9,9,
203,Lito Sheppard,OAK,30,cb/mlb,9,7,0,0,0,0,4,,,,,,1.0,43,40,3,2,2,
204,Alterraun Verner,TEN,23,cb/db,16,3,1,4,0,4,9,,,,,,,46,40,6,3,0,
205,Will Allen,MIA,33,cb/db/fs/lcb,15,6,0,0,0,0,3,,,,,,,43,39,4,5,0,
206,Brandon Carr,KAN,25,RCB,16,16,4,17,0,14,15,,,,,,,45,39,6,0,0,
207,Jurrell Casey,TEN,22,DT/rdt,16,15,0,0,0,0,1,1,0,1,0,0,2.5,52,39,13,7,6,
208,Patrick Chung,NWE,24,S,8,8,1,0,0,0,4,,,,,,1.0,67,39,28,1,2,
209,Vontae Davis,MIA,23,RCB,12,12,4,60,0,28,9,,,,,,1.0,43,39,4,2,2,
210,Kareem Jackson,HOU,23,LCB,15,13,1,0,0,0,6,1,0,0,0,0,,44,39,5,2,0,
211,Dunta Robinson,ATL,29,RCB,16,16,2,28,0,14,9,,,,,,,49,39,10,1,0,
212,Sheldon Brown,CLE,32,RCB,16,16,2,0,0,0,12,1,0,1,0,0,,48,38,10,0,0,
213,Brian Dawkins,DEN,38,cb/SS,14,12,0,0,0,0,6,1,0,0,0,0,3.0,51,38,13,5,4,
214,James Hall,STL,34,DE,15,15,0,0,0,0,2,,,,,,6.0,50,38,12,9,11,1
215,Greg Hardy,CAR,23,DE,16,16,0,0,0,0,11,1,0,0,0,0,4.0,50,38,12,8,11,1
216,Jim Leonhard,NYJ,29,S,13,13,1,0,0,0,6,1,0,1,3,0,,48,38,10,1,2,
217,Rocky McIntosh,WAS,29,LB,15,8,0,0,0,0,1,,,,,,1.0,65,38,27,2,4,
218,Patrick Robinson,NOR,24,cb/rcb,15,7,4,31,0,25,15,,,,,,,47,38,9,5,0,
219,Sam Shields,GNB,24,cb/lcb/rcb,15,7,4,68,0,60,12,1,0,0,0,0,,42,38,4,0,0,
220,Scott Fujita,CLE,32,LB,10,10,1,3,0,3,3,,,,,,,50,37,13,1,1,
221,Chris Gamble,CAR,28,LCB,15,15,3,43,0,24,12,,,,,,,45,37,8,2,0,
222,Antonio Garay,SDG,32,DT,16,13,,,,,,,,,,,2.5,57,37,20,6,8,
223,Brent Grimes,ATL,28,LCB,12,12,1,29,0,29,14,1,0,0,0,0,,49,37,12,0,0,
224,Tyson Jackson,KAN,25,DE,16,14,0,0,0,0,2,,,,,,1.0,55,37,18,4,2,
225,Captain Munnerlyn,CAR,23,RCB,14,14,0,0,0,0,5,2,0,1,0,0,2.0,52,37,15,3,2,
226,Brady Poppinga,STL,32,LB,15,12,0,0,0,0,2,1,0,2,0,0,,51,37,14,2,5,
227,Phil Taylor,CLE,23,DT,16,16,0,0,0,0,1,1,0,0,0,0,4.0,59,37,22,6,7,
228,Cameron Wake,MIA,29,db/LB,16,14,0,0,0,0,2,,,,,,8.5,42,37,5,15,27,
229,Michael Adams,ARI,26,cb,15,1,0,0,0,0,2,1,0,0,0,0,,41,36,5,3,0,
230,Connor Barwin,HOU,25,LB,16,16,0,0,0,0,7,1,0,0,0,0,11.5,49,36,13,12,28,
231,Tarell Brown,SFO,26,RCB,16,16,4,15,0,11,15,,,,,,,40,36,4,1,0,
232,Antonio Cromartie,NYJ,27,CB,16,16,4,105,0,42,12,1,2,0,0,0,,45,36,9,0,0,
233,Lamarr Houston,OAK,24,de,16,13,1,15,0,15,3,0,0,2,0,0,1.0,51,36,15,6,5,
234,Linval Joseph,NYG,23,LDT/nt,16,15,0,0,0,0,4,,,,,,2.0,52,36,16,4,5,
235,Haloti Ngata,BAL,27,DT,16,16,0,0,0,0,6,2,0,3,28,1,5.0,64,36,28,6,8,
236,Jonathan Vilma,NOR,29,MLB,11,11,0,0,0,0,2,1,0,4,0,1,,54,36,18,1,1,
237,Sam Acho,ARI,23,ROLB,16,10,0,0,0,0,2,3,0,1,1,0,7.0,40,35,5,5,4,
238,Nnamdi Asomugha,PHI,30,RCB,16,15,3,10,0,6,5,,,,,,,40,35,5,4,0,
239,O.J. Atogwe,WAS,30,FS,13,8,3,42,0,26,6,,,,,,0.5,59,35,24,1,1,
240,Jason Babin,PHI,31,DE,16,16,0,0,0,0,1,3,0,0,0,0,18.0,40,35,5,17,29,
